year,bangumi_id,title,type,bangumi_platform,theatrical_status,theatrical_release_dates,other_country_release_dates,home_video_release_dates,runtime,runtime_minutes,classification_reason,metadata_needs_review
2013,77014,攻壳机动队ARISE border:2 Ghost Whispers,movie,Movie,confirmed,2013年11月30日,,,57分钟,57,番组计划平台为 Movie，标题未标为剧场版,no
2013,80995,血意少年 OAD,ova,OVA,not_listed,,,2013年12月4日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2013,79813,黑子的篮球 OAD,ova,OVA,not_listed,,,2013年12月4日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2013,71259,鲁邦三世VS名侦探柯南 剧场版,theatrical,Movie,confirmed,2013年12月7日,,,107分钟,107,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2013,80993,进击的巨人 OAD,ova,OVA,not_listed,,,2013年12月9日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2013,414420,怪侠佐罗利 守护恐龙蛋,theatrical,Movie,confirmed,2013年12月14日,,,77分,77,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2013,92627,夏目友人帐 和猫老师的第一次跑腿,ova,OVA,not_listed,,,2013年12月15日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2013,91252,现视研 二代目 OAD,ova,OVA,not_listed,,,2013年12月20日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2013,83796,蘑菇家的一族,ova,OVA,not_listed,,,2013年12月20日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2013,293797,小雪的太阳,movie,Movie,confirmed,2013年12月26日,,,5分钟,5,番组计划平台为 Movie，标题未标为剧场版,no
2013,80607,猎人剧场版:最终任务,theatrical,Movie,confirmed,2013年12月27日,,,97min,97,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2013,622060,,ova,OVA,not_listed,,,2013年12月28日,4:32,,番组计划平台为 OVA，且有光碟/影像制品发售记录,no
2013,58646,小魔女姐妹悠悠与妮妮,movie,Movie,confirmed,2013年12月28日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2013,96643,第八届东方M-1漫才大赛,ova,OVA,not_listed,,,2013年12月30日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,600072,爷爷留下的东西,ova,OVA,not_listed,,,2014年,10分,10,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2014,117424,超时空机器人MEGURU,ova,OVA,not_listed,,,2014年11月,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,310070,梦想是环游世界 ～海外技术合作的先驱～,movie,Movie,confirmed,2014,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2014,478934,银河铁道999 红色之星参宿四 生命的光辉,movie,Movie,confirmed,2014年1月3日,,,25分,25,番组计划平台为 Movie，标题未标为剧场版,no
2014,84719,上课小动作 OAD,ova,OVA,not_listed,,,2014年1月4日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,87700,"Wake Up, Girls! 七人的偶像",movie,Movie,confirmed,2014年1月10日,,,53分钟,53,番组计划平台为 Movie，标题未标为剧场版,no
2014,197893,,movie,Movie,confirmed,2014年1月11日,,,22分50秒,22,番组计划平台为 Movie，标题未标为剧场版,no
2014,84506,小镇有你 OAD,ova,OVA,not_listed,,,2014年1月17日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,64172,偶像大师 剧场版 向着光辉的彼岸!,theatrical,Movie,confirmed,2014年1月25日,,,120分钟,120,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2014,83737,Little Busters! EX,ova,OVA,not_listed,,,2014年1月29日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,126798,告白实行委员会 告白预演,ova,OVA,not_listed,,,2014年1月29日,19分19秒,19,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2014,84501,夏目友人帐 曾几何时下雪之日,ova,OVA,not_listed,,,2014年2月5日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,66202,剧场版 TIGER & BUNNY -The Rising-,theatrical,Movie,confirmed,2014年2月8日,,,108分钟,108,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2014,63078,手冢治虫的佛陀~永无止境之旅~,movie,Movie,confirmed,2014年2月8日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2014,84864,野良神 OAD,ova,OVA,not_listed,,,2014年2月13日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,95786,Wonderful!!,movie,Movie,confirmed,2014-02-22,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2014,83295,乔瓦尼之岛,movie,Movie,confirmed,2014年2月22日,,,100 min,100,番组计划平台为 Movie，标题未标为剧场版,no
2014,50900,暴力宇宙海贼 剧场版 亚空的深渊,theatrical,Movie,confirmed,2014年2月22日,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
2014,88954,乌托邦,ova,OVA,not_listed,,,2014年2月26日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,79676,绝灭危愚少女,ova,OVA,not_listed,,,2014年2月26日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,85422,一年级大个子二年级小个子,movie,Movie,confirmed,2014年3月1日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2014,85424,帕罗的未来岛,movie,Movie,confirmed,2014-03-01,,,26分钟,26,番组计划平台为 Movie，标题未标为剧场版,no
2014,85423,阿茹茉妮,movie,Movie,confirmed,2014年3月1日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2014,85421,黑之栖 CHRONUS,movie,Movie,confirmed,2014年3月1日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2014,83915,当不成勇者的我，只好认真找工作了。 OAD,ova,OVA,not_listed,,,2014年3月6日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,83731,Fate/kaleid liner 魔法少女☆伊莉雅 OAD,ova,OVA,not_listed,,,2014年3月7日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,91273,剧场版 美妙旋律・全明星选拔 绫镜時尚秀☆BEST 10,theatrical,Movie,confirmed,2014-03-08,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
2014,78282,哆啦A梦:新·大雄的大魔境~贝可与5人探险队~,theatrical,Movie,confirmed,2014年3月8日,,,110分钟,110,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2014,81846,薄樱鬼 第二章 士魂苍穹,theatrical,Movie,confirmed,2014年3月8日,,,87分,87,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2014,81674,三和,ova,OVA,not_listed,,,2014年3月12日,29分,29,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2014,95790,巧虎与小白鲸之歌,theatrical,Movie,confirmed,2014年3月14日,,,59分,59,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2014,696364,,movie,Movie,probable,,,,6分钟,6,番组计划平台为 Movie，标题未标为剧场版,yes
2014,91442,世界第一初恋 情人节篇,movie,Movie,confirmed,2014年3月15日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2014,79419,世界第一初恋〜横泽隆史的场合〜,movie,Movie,confirmed,2014年3月15日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2014,88715,电影 光之美少女 All Stars New Stage3 永远的朋友,theatrical,Movie,confirmed,2014年3月15日,,,71分,71,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2014,94929,翼与萤火虫,ova,OVA,confirmed,2014-03-16,,,,,番组计划平台为 OVA，同时记录了院线上映日期,yes
2014,94696,拜托了老师/双子星 特别篇,ova,OVA,not_listed,,,2014年3月26日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,97197,某科学的超电磁炮S OVA,ova,OVA,not_listed,,,2014年3月27日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,100857,未确认进行式 OAD,ova,OVA,not_listed,,,2014年3月28日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,102552,姐姐的妄想日记 霭子姐那即使从本篇中跑出来也停不下来的独角戏,ova,OVA,not_listed,,,2014年4月18日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,89279,名侦探柯南 异次元的狙击手,movie,Movie,confirmed,2014年4月19日,,,110分钟,110,番组计划平台为 Movie，标题未标为剧场版,no
2014,92412,蜡笔小新:决一胜负!逆袭的机器人爸爸,theatrical,Movie,confirmed,2014年4月19日,,,95分钟,95,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2014,97561,南之岛的德拉酱,movie,Movie,confirmed,2014年4月26日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2014,86445,天降之物Final 永远的我的鸟笼,movie,Movie,confirmed,2014年4月26日,,,50:24,,番组计划平台为 Movie，标题未标为剧场版,no
2014,90880,玉子爱情故事,movie,Movie,confirmed,2014年4月26日,,,84分钟,84,番组计划平台为 Movie，标题未标为剧场版,no
2014,208317,,movie,Movie,confirmed,2014年5月10日,,,63分,63,番组计划平台为 Movie，标题未标为剧场版,no
2014,93356,天方魔谭MAGI 辛巴达的冒险,ova,OVA,not_listed,,,2014年5月16日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,104591,妄想学生会＊ OAD,ova,OVA,not_listed,,,2014年5月16日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,560214,机动战士高达UC episode EX 百年孤独,movie,Movie,confirmed,2014年5月17日,,,25分钟(剧场上映版) / 46分钟(完全版),25,番组计划平台为 Movie，标题未标为剧场版,no
2014,87615,我的脑内选项正在全力妨碍学园恋爱喜剧 OAD,ova,OVA,not_listed,,,2014-05-20,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,93716,剧场版 GOGO佑都,theatrical,Movie,confirmed,2014年5月31日,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
2014,100665,剧场版 机器人少女Z,theatrical,Movie,confirmed,2014年5月31日,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
2014,105278,玉响～more aggressive～ OVA,ova,OVA,not_listed,,,2014年6月7日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,103890,闪电十一人 超次元梦幻比赛,movie,Movie,confirmed,2014-06-13,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2014,89486,攻壳机动队ARISE border:3 Ghost Tears,movie,Movie,confirmed,2014年6月18日,,,58分钟,58,番组计划平台为 Movie，标题未标为剧场版,no
2014,99810,旋风管家 OAD,ova,OVA,not_listed,,,2014年6月18日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,100437,鲁邦三世 次元大介的墓标,movie,Movie,confirmed,2014年6月21日,,,51分钟,51,番组计划平台为 Movie，标题未标为剧场版,no
2014,86722,恶魔阿萨谢尔在召唤你 海葵篇,ova,OVA,not_listed,,,2014年6月23日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,104908,漫画家和助手 OVA,ova,OVA,not_listed,,,2014年6月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,92826,稻荷恋之歌 OAD,ova,OVA,not_listed,,,2014年6月26日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,184408,记忆沉睡的孩子 奔向天空的摇篮,ova,OVA,not_listed,,,2014-06-27,50分,50,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2014,90968,最近，妹妹的样子有点怪？ OAD,ova,OVA,not_listed,,,2014年6月30日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,455928,,movie,Movie,confirmed,2014年7月5日,,,20分,20,番组计划平台为 Movie，标题未标为剧场版,no
2014,455927,面包超人:苹果男孩与大家的愿望,movie,Movie,confirmed,2014年7月5日,,,45分,45,番组计划平台为 Movie，标题未标为剧场版,no
2014,514888,宝可梦XY：宇宙的碎片,movie,Movie,confirmed,2014年7月12日,,,40分钟,40,番组计划平台为 Movie，标题未标为剧场版,no
2014,103811,虫奉行OVA,ova,OVA,not_listed,,,2014-07-18,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,90368,剧场版宝可梦XY: 破坏之茧与蒂安希,theatrical,Movie,confirmed,2014年7月19日,,,76分,76,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2014,90367,回忆中的玛妮,movie,Movie,confirmed,2014年7月19日,,,103分钟,103,番组计划平台为 Movie，标题未标为剧场版,no
2014,99951,皮卡丘，这是什么的钥匙？,movie,Movie,confirmed,2014年7月19日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2014,86895,悠哉日常大王 OAD,ova,OVA,not_listed,,,2014年7月23日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,96130,少女与战车 这次是真正的安齐奥战!,ova,OVA,confirmed,2014年7月5日,,2014年7月25日,,,番组计划平台为 OVA，同时记录了院线上映日期,yes
2014,309802,喵面 天界第一女子高校文化祭 特別映像,ova,OVA,not_listed,,,2014年7月30日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,502929,全天域版Keroro軍曹 取回星空！太阳系大追踪是也！！,movie,Movie,confirmed,2014年8月2日,,,24分,24,番组计划平台为 Movie，标题未标为剧场版,no
2014,139034,精英侵占,ova,OVA,not_listed,,,2014-08-02,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,95800,哆啦A梦:伴我同行,movie,Movie,confirmed,2014年8月8日,,,95分钟,95,番组计划平台为 Movie，标题未标为剧场版,no
2014,90502,宇宙兄弟#0,movie,Movie,confirmed,2014年8月9日,,,90分钟,90,番组计划平台为 Movie，标题未标为剧场版,no
2014,129233,第二届东方M-1漫才大赛 重制版,ova,OVA,not_listed,,,2014年8月16日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,176959,舰Hori！,ova,OVA,not_listed,,,2014年8月16日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,103824,望实与君雄,ova,OVA,not_listed,,,2014年8月18日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,96788,火星异种 Bugs2号编,ova,OVA,not_listed,,,2014年8月20日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,78796,头文字D Legend1 -觉醒-,theatrical,Movie,confirmed,2014年8月23日,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
2014,103812,青春之旅 OAD,ova,OVA,not_listed,,,2014年8月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,100450,在盛夏等待 特别篇,ova,OVA,not_listed,,,2014年8月29日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,100799,天真无邪的乐园,ova,OVA,not_listed,,,2014年8月29日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,112641,樱花树下的时间胶囊,ova,OVA,not_listed,,,2014-08-29,40min,40,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2014,107543,攻壳机动队ARISE border:4 Ghost Stands Alone,movie,Movie,confirmed,2014年9月6日,,,59分钟,59,番组计划平台为 Movie，标题未标为剧场版,no
2014,467814,,ova,OVA,confirmed,2013年10月6日,,2014年9月11日,,,番组计划平台为 OVA，同时记录了院线上映日期,yes
2014,107200,剧场版 卡片战斗先导者 Neon Messiah,theatrical,Movie,confirmed,2014年9月13日,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
2014,103866,梦幻足球手Stella,ova,OVA,not_listed,,,2014年9月16日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,118696,姐姐的妄想日记OAD,ova,OVA,not_listed,,,2014年9月18日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,110062,飙速宅男 Re:RIDE,movie,Movie,confirmed,2014年9月19日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2014,100705,属性同好会 OAD,ova,OVA,not_listed,,,2014年9月23日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,114062,黑白小姐 「经纪人」,ova,OVA,not_listed,,,2014年9月24日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,107640,幕末摇滚 OVA 汤烟推理剧！温泉怪事件！！,ova,OVA,not_listed,,,2014年9月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,120086,,movie,Movie,confirmed,2014-09-27,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2014,103276,剧场版 gdgd妖精s,theatrical,Movie,confirmed,2014-09-27,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
2014,104196,伪恋 OAD,ova,OVA,not_listed,,,2014年10月3日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,102797,夫妻成长日记,ova,OVA,not_listed,,,2014年10月10日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,110690,ZEPHYR,movie,Movie,confirmed,2014-10-11,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2014,102551,宇宙战舰大和号2199 追忆的航海,movie,Movie,confirmed,2014-10-11,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2014,106239,电影 Happiness Charge 光之美少女!人偶之国的芭蕾舞者,theatrical,Movie,confirmed,2014年10月11日,,,71分,71,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2014,103831,弥留之国的爱丽丝,ova,OVA,not_listed,,,2014年10月17日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,116225,妄想学生会＊ OVA,ova,OVA,not_listed,,,2014年10月22日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,82896,我不受欢迎，怎么想都是你们的错！ OAD,ova,OVA,not_listed,,,2014年10月22日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,91085,圣诞老人公司,movie,Movie,confirmed,2014年10月25日,,,30分,30,番组计划平台为 Movie，标题未标为剧场版,no
2014,105422,放学后的王子,ova,OVA,not_listed,,,2014-10-29,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,103809,新网球王子 OVA 对战Genius10,ova,OVA,not_listed,,,2014年10月29日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,37395,乐园追放 -Expelled From Paradise-,movie,Movie,confirmed,2014年11月15日,,,104分钟,104,番组计划平台为 Movie，标题未标为剧场版,no
2014,108595,钻石王牌 OAD,ova,OVA,not_listed,,,2014年11月17日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,86870,翠星之加尔刚蒂亚～遥远的巡回航路～,ova,OVA,not_listed,,,2014年11月21日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,101266,剧场版 进击的巨人 前篇~红莲的弓矢~,theatrical,Movie,confirmed,2014年11月22日,,,119分,119,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2014,103813,,ova,OVA,not_listed,,,2014年11月26日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,90967,IS2 OVA 世界清洗篇,ova,OVA,not_listed,,,2014年11月26日,50分,50,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2014,119086,告白实行委员会 嫉忌的答复,ova,OVA,not_listed,,,2014年11月26日,31分5秒,31,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2014,640993,胡桃夹子幻想 重制版,movie,Movie,confirmed,2014年11月29日,,,80分钟,80,番组计划平台为 Movie，标题未标为剧场版,no
2014,119364,这个男子、为石化困窘,ova,OVA,not_listed,,,2014-11-29,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,105543,如果她的旗帜被折断了 OAD,ova,OVA,not_listed,,,2014年12月2日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,84701,宇宙战舰大和号2199 星巡的方舟,movie,Movie,confirmed,2014年12月6日,,,112分钟,112,番组计划平台为 Movie，标题未标为剧场版,no
2014,109053,火影忍者 剧场版 终章,theatrical,Movie,confirmed,2014年12月6日,,,113分钟,113,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2014,98693,约会大作战 OAD,ova,OVA,not_listed,,,2014年12月9日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,110049,进击的巨人 无悔的选择 OAD,ova,OVA,not_listed,,,2014年12月9日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,85339,强袭魔女 胜利之箭行动,ova,OVA,confirmed,2014年9月20日（劇場先行公開）,,2014年12月12日,,,番组计划平台为 OVA，同时记录了院线上映日期,yes
2014,98294,剧场版 偶像活动,theatrical,Movie,confirmed,2014年12月13日,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
2014,105951,山田君与7个魔女 OAD,ova,OVA,not_listed,,,2014年12月17日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,108880,锁链战记,ova,OVA,not_listed,,,2014年12月18日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,332433,小猫汤姆大冒险 拯救地球吧！伙伴们,movie,Movie,confirmed,2014年12月20日,,,82分钟,82,番组计划平台为 Movie，标题未标为剧场版,no
2014,107446,电影 妖怪手表 诞生的秘密喵!,theatrical,Movie,confirmed,2014年12月20日,,,97分钟,97,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2014,100568,一骑当千 Extravaganza Epoch,ova,OVA,not_listed,,,2014年12月21日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,208456,,ova,OVA,not_listed,,,2014年12月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2014,125025,第九届东方M-1漫才大赛,ova,OVA,not_listed,,,2014年12月29日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2015,458511,,ova,OVA,not_listed,,,2015年,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2015,459374,兹德拉斯托维切！,movie,Movie,confirmed,2015,,,5分钟,5,番组计划平台为 Movie，标题未标为剧场版,no
2015,93438,魔女的使命 OAD,ova,OVA,not_listed,,,2015年1月7日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2015,235701,新世纪福音战士 THE REAL 4D,movie,Movie,confirmed,2015年1月23日,,,20分钟,20,番组计划平台为 Movie，标题未标为剧场版,no
2015,109483,百花缭乱 SAMURAI AFTER,ova,OVA,not_listed,,,2015年1月23日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2015,100511,黑执事 幽鬼城杀人事件篇,ova,OVA,not_listed,,,2015年1月28日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2015,84705,快盗天使双胞胎~心跳不已☆甜蜜天堂!!~ OVA,ova,OVA,not_listed,,,2015年1月30日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2015,107099,苍蓝钢铁的琶音 DC,theatrical,Movie,confirmed,2015年1月31日,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
2015,99796,摇曳百合 夏日时光！,ova,OVA,confirmed,2014年11月29日,,2015年2月18日,60分,60,番组计划平台为 OVA，同时记录了院线上映日期,no
2015,115732,花与爱丽丝杀人事件,movie,Movie,confirmed,2015年2月20日,,,99分钟,99,番组计划平台为 Movie，标题未标为剧场版,no
2015,105191,鬼灯的冷彻 OAD,ova,OVA,not_listed,,,2015年2月23日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2015,120205,Exodus!,ova,OVA,not_listed,,,2015年2月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2015,118107,排球少年 列夫参上,ova,OVA,not_listed,,,2015年3月4日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2015,118098,剧场版 希德尼娅的骑士,theatrical,Movie,confirmed,2015年3月6日,,,134 min,134,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2015,127827,恶魔高校DXD DX OAD,ova,OVA,not_listed,,,2015年3月6日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2015,110239,昭和元禄落语心中 OAD,ova,OVA,not_listed,,,2015年3月6日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2015,104420,棺姬嘉依卡 AVENGING BATTLE OVA,ova,OVA,not_listed,,,2015年3月6日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2015,108093,哆啦A梦:大雄的宇宙英雄记,theatrical,Movie,confirmed,2015年3月7日,,,100分钟,100,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2015,110581,美妙天堂剧场版 全～体大集合！美妙☆观光,theatrical,Movie,confirmed,2015-03-07,,,90分钟,90,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2015,120237,巧虎与大大的树,theatrical,Movie,confirmed,2015年3月13日,,,60分,60,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2015,107476,境界的彼方 -I'LL BE HERE- 过去篇,theatrical,Movie,confirmed,2015年3月14日,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
2015,118336,电影 光之美少女 All Stars 春之嘉年华♪,theatrical,Movie,confirmed,2015年3月14日,,,75分,75,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2015,108011,机器人妈妈,movie,Movie,confirmed,2015年3月22日,,,25分钟,25,番组计划平台为 Movie，标题未标为剧场版,no
2015,108012,秋之鼓点,movie,Movie,confirmed,2015年3月22日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2015,108009,红美与郁金香,movie,Movie,confirmed,2015年3月22日,,,24分钟,24,番组计划平台为 Movie，标题未标为剧场版,no
2015,108010,音乐少女,movie,Movie,confirmed,2015年3月22日,,,25分钟,25,番组计划平台为 Movie，标题未标为剧场版,no
2015,117095,TRINITY SEVEN 七人魔法使 OAD,ova,OVA,not_listed,,,2015-03-25,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2015,108494,暗杀教室 Episode:0 相遇的时间,ova,OVA,confirmed,2014年11月9日,,2015年3月27日,,,番组计划平台为 OVA，同时记录了院线上映日期,yes
2015,211079,晚霞团子,movie,Movie,confirmed,2015年4月1日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2015,114391,银魂 〜偶尔也会有钻进被子发现屁股没擦干净想睡也睡不着的时候〜,ova,OVA,confirmed,2014年11月9日,,2015年4月3日,,,番组计划平台为 OVA，同时记录了院线上映日期,yes
2015,217599,动画讨论同好会,movie,Movie,confirmed,2015年4月17日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2015,119187,名侦探柯南 业火的向日葵,movie,Movie,confirmed,2015年4月18日,,,112分钟,112,番组计划平台为 Movie，标题未标为剧场版,no
2015,122890,蜡笔小新：我的搬家物语 仙人掌大袭击,theatrical,Movie,confirmed,2015年4月18日,,,104分钟,104,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2015,108438,龙珠Z 复活的F,theatrical,Movie,confirmed,2015年4月18日,,,94分钟（剧场版）、106分钟（TV特别篇）,94,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2015,62680,机动战士高达 THE ORIGIN,ova,OVA,not_listed,,,2015年4月24日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2015,117155,狼少女与黑王子 OAD,ova,OVA,not_listed,,,2015年4月24日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2015,115735,闪乱神乐 ESTIVAL VERSUS -泳装满载的前夜祭-,ova,OVA,not_listed,,,2015年4月24日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2015,118908,境界的彼方 -I'LL BE HERE- 未来篇,theatrical,Movie,confirmed,2015年4月25日,,,90分钟,90,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2015,551466,名侦探柯南 侦探们的星月夜,movie,Movie,confirmed,2015年4月28日,,,25分钟,25,番组计划平台为 Movie，标题未标为剧场版,no
